,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0030183,BP,GO:0030183,B cell differentiation,10/59,137/18866,1.35782231424233e-11,1.13087201314754e-09,7.20768837485028e-10,AICDA/CD19/CD27/CD79A/CD79B/CR2/INPP5D/MS4A1/POU2F2/PTPRC,10
GO:0007204,BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,13/59,322/18866,1.63874322173675e-11,1.27384973103003e-09,8.11896641786768e-10,CCL19/CCR7/CD19/CD52/CORO1A/CXCL13/CXCR5/GPR18/LCK/MS4A1/P2RX5/P2RY10/PTPRC,13
GO:0072503,BP,GO:0072503,cellular divalent inorganic cation homeostasis,15/59,492/18866,1.97575903225544e-11,1.43983439475615e-09,9.17688076823909e-10,ATP2A3/CCL19/CCR7/CD19/CD52/CORO1A/CXCL13/CXCR5/GPR18/LCK/MS4A1/P2RX5/P2RY10/PRKCB/PTPRC,15
GO:0051480,BP,GO:0051480,regulation of cytosolic calcium ion concentration,13/59,357/18866,5.92578465230351e-11,4.06439112034464e-09,2.59046685109986e-09,CCL19/CCR7/CD19/CD52/CORO1A/CXCL13/CXCR5/GPR18/LCK/MS4A1/P2RX5/P2RY10/PTPRC,13
GO:0050855,BP,GO:0050855,regulation of B cell receptor signaling pathway,6/59,29/18866,3.23585790405587e-10,2.09611684229397e-08,1.33597408202541e-08,BLK/CD19/CD22/PAX5/PRKCB/STAP1,6
GO:0002460,BP,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,12/59,370/18866,1.32461356854751e-09,8.12894432066522e-08,5.18103700495589e-08,AICDA/CCL19/CD19/CD27/CR2/CXCL13/INPP5D/LY9/POU2F2/PTPRC/SASH3/TRBC1,12
GO:0002696,BP,GO:0002696,positive regulation of leukocyte activation,12/59,406/18866,3.77136567357946e-09,2.19870618769682e-07,1.40136008713005e-07,CCL19/CCR7/CD27/CORO1A/INPP5D/LCK/PTPRC/RHOH/SASH3/STAP1/TRBC1/ZAP70,12
GO:0060401,BP,GO:0060401,cytosolic calcium ion transport,9/59,178/18866,4.05231785670392e-09,2.2500012480556e-07,1.43405333675838e-07,ATP2A3/CCL19/CCR7/CD19/CORO1A/LCK/MS4A1/P2RX5/PTPRC,9
GO:0030217,BP,GO:0030217,T cell differentiation,10/59,253/18866,5.55782193112744e-09,2.8700383833331e-07,1.82923814989002e-07,CCL19/CCR7/CD27/GPR18/LCK/LY9/PTPRC/RHOH/SASH3/ZAP70,10
GO:0050867,BP,GO:0050867,positive regulation of cell activation,12/59,421/18866,5.66131070468794e-09,2.8700383833331e-07,1.82923814989002e-07,CCL19/CCR7/CD27/CORO1A/INPP5D/LCK/PTPRC/RHOH/SASH3/STAP1/TRBC1/ZAP70,12
GO:0050864,BP,GO:0050864,regulation of B cell activation,9/59,195/18866,9.00371848445849e-09,4.37430656369942e-07,2.7879935307139e-07,BANK1/BLK/CD19/CD22/CD27/INPP5D/PTPRC/SASH3/TRBC1,9
GO:0051251,BP,GO:0051251,positive regulation of lymphocyte activation,11/59,357/18866,1.18716979689917e-08,5.53695993273774e-07,3.52901842783501e-07,CCL19/CCR7/CD27/CORO1A/INPP5D/LCK/PTPRC/RHOH/SASH3/TRBC1/ZAP70,11
GO:0050857,BP,GO:0050857,positive regulation of antigen receptor-mediated signaling pathway,5/59,25/18866,1.27389261660679e-08,5.71291842678274e-07,3.64116675030118e-07,CCR7/LCK/PRKCB/PTPRC/STAP1,5
GO:0022409,BP,GO:0022409,positive regulation of cell-cell adhesion,10/59,279/18866,1.41324980009977e-08,6.03878039074826e-07,3.84885705142933e-07,CCL19/CCR7/CD27/CORO1A/CXCL13/LCK/PTPRC/RHOH/SASH3/ZAP70,10
GO:0007159,BP,GO:0007159,leukocyte cell-cell adhesion,11/59,364/18866,1.4501359428898e-08,6.03878039074826e-07,3.84885705142933e-07,CCL19/CCR7/CD27/CORO1A/ITGAL/LCK/PTPRC/RHOH/SASH3/SELL/ZAP70,11
GO:0050870,BP,GO:0050870,positive regulation of T cell activation,9/59,214/18866,2.02001005067071e-08,8.12183351407603e-07,5.17650488484037e-07,CCL19/CCR7/CD27/CORO1A/LCK/PTPRC/RHOH/SASH3/ZAP70,9
GO:0042110,BP,GO:0042110,T cell activation,12/59,483/18866,2.59901472022184e-08,1.01015038792622e-06,6.43826102623376e-07,CCL19/CCR7/CD27/CORO1A/GPR18/ITGAL/LCK/LY9/PTPRC/RHOH/SASH3/ZAP70,12
GO:0060402,BP,GO:0060402,calcium ion transport into cytosol,8/59,158/18866,3.12695891729646e-08,1.17614003147344e-06,7.49620711582785e-07,CCL19/CCR7/CD19/CORO1A/LCK/MS4A1/P2RX5/PTPRC,8
GO:0045621,BP,GO:0045621,positive regulation of lymphocyte differentiation,7/59,105/18866,3.63444120273401e-08,1.3242995132462e-06,8.440511477402e-07,CCL19/CD27/INPP5D/PTPRC/RHOH/SASH3/ZAP70,7
GO:0030595,BP,GO:0030595,leukocyte chemotaxis,9/59,232/18866,4.05573560516673e-08,1.43302658049225e-06,9.13349070892413e-07,CCL19/CCR7/CORO1A/CXCL13/CXCR5/GPR18/GPSM3/IL16/STAP1,9
GO:1903039,BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,9/59,235/18866,4.52940839005195e-08,1.55332064200017e-06,9.90019295163057e-07,CCL19/CCR7/CD27/CORO1A/LCK/PTPRC/RHOH/SASH3/ZAP70,9
GO:0006816,BP,GO:0006816,calcium ion transport,11/59,426/18866,7.22523794016508e-08,2.40703641092357e-06,1.53414074759595e-06,ATP2A3/CCL19/CCR7/CD19/CORO1A/IL16/LCK/MS4A1/P2RX5/PRKCB/PTPRC,11
GO:0032735,BP,GO:0032735,positive regulation of interleukin-12 production,5/59,35/18866,7.60004546506529e-08,2.46157028118503e-06,1.56889827436728e-06,CCL19/CCR7/IL16/IRF8/LTB,5
GO:0022407,BP,GO:0022407,regulation of cell-cell adhesion,11/59,439/18866,9.78990847253155e-08,3.08514412945183e-06,1.96633723516565e-06,BLK/CCL19/CCR7/CD27/CORO1A/CXCL13/LCK/PTPRC/RHOH/SASH3/ZAP70,11
GO:0002285,BP,GO:0002285,lymphocyte activation involved in immune response,8/59,187/18866,1.15478194125581e-07,3.5433572197481e-06,2.25838241143104e-06,AICDA/CCL19/CD180/CD19/CORO1A/ITGAL/LY9/PTPRC,8
GO:0002449,BP,GO:0002449,lymphocyte mediated immunity,10/59,366/18866,1.80235918213695e-07,5.38859181120944e-06,3.43445501373464e-06,AICDA/CD19/CD27/CORO1A/CR2/INPP5D/POU2F2/PTPRC/SASH3/TRBC1,10
GO:0070838,BP,GO:0070838,divalent metal ion transport,11/59,471/18866,1.98486944882473e-07,5.78589444332409e-06,3.68767850229016e-06,ATP2A3/CCL19/CCR7/CD19/CORO1A/IL16/LCK/MS4A1/P2RX5/PRKCB/PTPRC,11
GO:0072511,BP,GO:0072511,divalent inorganic cation transport,11/59,478/18866,2.30015391115856e-07,6.54141331807532e-06,4.16921350777392e-06,ATP2A3/CCL19/CCR7/CD19/CORO1A/IL16/LCK/MS4A1/P2RX5/PRKCB/PTPRC,11
GO:0050670,BP,GO:0050670,regulation of lymphocyte proliferation,8/59,219/18866,3.86821588566062e-07,1.07389041016197e-05,6.84451231898846e-06,BLK/CCL19/CD22/CORO1A/INPP5D/PTPRC/SASH3/ZAP70,8
GO:0032944,BP,GO:0032944,regulation of mononuclear cell proliferation,8/59,221/18866,4.14488603718402e-07,1.10582979571696e-05,7.04808012797845e-06,BLK/CCL19/CD22/CORO1A/INPP5D/PTPRC/SASH3/ZAP70,8
GO:0045582,BP,GO:0045582,positive regulation of T cell differentiation,6/59,92/18866,4.17294262534701e-07,1.10582979571696e-05,7.04808012797845e-06,CCL19/CD27/PTPRC/RHOH/SASH3/ZAP70,6
GO:0060326,BP,GO:0060326,cell chemotaxis,9/59,311/18866,4.88152449265993e-07,1.26485723520922e-05,8.0616521446033e-06,CCL19/CCR7/CORO1A/CXCL13/CXCR5/GPR18/GPSM3/IL16/STAP1,9
GO:0016064,BP,GO:0016064,immunoglobulin mediated immune response,8/59,227/18866,5.07897157339906e-07,1.28740888143115e-05,8.20538656938155e-06,AICDA/CD19/CD27/CR2/INPP5D/POU2F2/PTPRC/TRBC1,8
GO:0019724,BP,GO:0019724,B cell mediated immunity,8/59,230/18866,5.60995324363157e-07,1.39174584724988e-05,8.87038519597736e-06,AICDA/CD19/CD27/CR2/INPP5D/POU2F2/PTPRC/TRBC1,8
GO:1902107,BP,GO:1902107,positive regulation of leukocyte differentiation,7/59,159/18866,6.2480142317575e-07,1.51774679046443e-05,9.67346063074736e-06,CCL19/CD27/INPP5D/PTPRC/RHOH/SASH3/ZAP70,7
GO:0045785,BP,GO:0045785,positive regulation of cell adhesion,10/59,428/18866,7.56780622172845e-07,1.75050605830649e-05,1.11569673843494e-05,CCL19/CCR7/CD27/CORO1A/CXCL13/LCK/PTPRC/RHOH/SASH3/ZAP70,10
GO:0070663,BP,GO:0070663,regulation of leukocyte proliferation,8/59,240/18866,7.73726127675249e-07,1.75050605830649e-05,1.11569673843494e-05,BLK/CCL19/CD22/CORO1A/INPP5D/PTPRC/SASH3/ZAP70,8
GO:0032655,BP,GO:0032655,regulation of interleukin-12 production,5/59,55/18866,7.7646299981445e-07,1.75050605830649e-05,1.11569673843494e-05,CCL19/CCR7/IL16/IRF8/LTB,5
GO:1903037,BP,GO:1903037,regulation of leukocyte cell-cell adhesion,9/59,329/18866,7.80671655505467e-07,1.75050605830649e-05,1.11569673843494e-05,CCL19/CCR7/CD27/CORO1A/LCK/PTPRC/RHOH/SASH3/ZAP70,9
GO:0050863,BP,GO:0050863,regulation of T cell activation,9/59,332/18866,8.41879367961955e-07,1.8521346095163e-05,1.18047037493772e-05,CCL19/CCR7/CD27/CORO1A/LCK/PTPRC/RHOH/SASH3/ZAP70,9
GO:0032615,BP,GO:0032615,interleukin-12 production,5/59,57/18866,9.30117525237409e-07,2.00836487856818e-05,1.28004478132088e-05,CCL19/CCR7/IL16/IRF8/LTB,5
GO:0001819,BP,GO:0001819,positive regulation of cytokine production,10/59,447/18866,1.12158896131624e-06,2.37776859799043e-05,1.51548671136702e-05,CCL19/CCR7/GPSM3/IL16/IRF8/LTB/LY9/POU2F2/PTPRC/SASH3,10
GO:0030888,BP,GO:0030888,regulation of B cell proliferation,5/59,62/18866,1.42041455150232e-06,2.95750601259232e-05,1.88498622812149e-05,BLK/CD22/INPP5D/PTPRC/SASH3,5
GO:0045619,BP,GO:0045619,regulation of lymphocyte differentiation,7/59,181/18866,1.49197771510821e-06,3.05201055406345e-05,1.94521932939315e-05,CCL19/CD27/INPP5D/PTPRC/RHOH/SASH3/ZAP70,7
GO:0051209,BP,GO:0051209,release of sequestered calcium ion into cytosol,6/59,118/18866,1.81121119317057e-06,3.64115905385669e-05,2.32071706420766e-05,CCL19/CCR7/CD19/CORO1A/LCK/PTPRC,6
GO:0051283,BP,GO:0051283,negative regulation of sequestering of calcium ion,6/59,119/18866,1.90279025551067e-06,3.76042955580584e-05,2.396734915951e-05,CCL19/CCR7/CD19/CORO1A/LCK/PTPRC,6
GO:0051282,BP,GO:0051282,regulation of sequestering of calcium ion,6/59,121/18866,2.09730446574465e-06,4.07576167843043e-05,2.59771395230828e-05,CCL19/CCR7/CD19/CORO1A/LCK/PTPRC,6
GO:0006959,BP,GO:0006959,humoral immune response,9/59,377/18866,2.40293867731039e-06,4.47754818746927e-05,2.85379526979625e-05,CCR7/CD19/CR2/CXCL13/MS4A1/PAX5/POU2F2/PTPRC/TRBC1,9
GO:0002688,BP,GO:0002688,regulation of leukocyte chemotaxis,6/59,124/18866,2.41925845463605e-06,4.47754818746927e-05,2.85379526979625e-05,CCL19/CCR7/CXCL13/GPR18/GPSM3/STAP1,6
GO:0051208,BP,GO:0051208,sequestering of calcium ion,6/59,124/18866,2.41925845463605e-06,4.47754818746927e-05,2.85379526979625e-05,CCL19/CCR7/CD19/CORO1A/LCK/PTPRC,6
GO:0006909,BP,GO:0006909,phagocytosis,9/59,382/18866,2.67646496910293e-06,4.87618461558439e-05,3.10786886214912e-05,ARHGAP25/CORO1A/CYFIP2/IRF8/ITGAL/PTPRC/RHOH/STAP1/TRBC1,9
GO:1903708,BP,GO:1903708,positive regulation of hemopoiesis,7/59,204/18866,3.30428741592598e-06,5.92738327226107e-05,3.77785735326922e-05,CCL19/CD27/INPP5D/PTPRC/RHOH/SASH3/ZAP70,7
GO:0050852,BP,GO:0050852,T cell receptor signaling pathway,7/59,206/18866,3.52435617020815e-06,6.22636256736773e-05,3.96841380568892e-05,CCR7/INPP5D/LCK/PTPRC/PVRIG/TRBC1/ZAP70,7
GO:0002685,BP,GO:0002685,regulation of leukocyte migration,7/59,212/18866,4.25929044777139e-06,7.41243680910662e-05,4.72436615259481e-05,CCL19/CCR7/CXCL13/GPR18/GPSM3/RHOH/STAP1,7
GO:0045060,BP,GO:0045060,negative thymic T cell selection,3/59,11/18866,4.70897852441407e-06,7.8438127992383e-05,4.99930652366366e-05,CCR7/PTPRC/ZAP70,3
GO:0097048,BP,GO:0097048,dendritic cell apoptotic process,3/59,11/18866,4.70897852441407e-06,7.8438127992383e-05,4.99930652366366e-05,BLK/CCL19/CCR7,3
GO:2000668,BP,GO:2000668,regulation of dendritic cell apoptotic process,3/59,11/18866,4.70897852441407e-06,7.8438127992383e-05,4.99930652366366e-05,BLK/CCL19/CCR7,3
GO:0097553,BP,GO:0097553,calcium ion transmembrane import into cytosol,6/59,140/18866,4.89048459733113e-06,8.03141554998324e-05,5.11887639097966e-05,CCL19/CCR7/CD19/CORO1A/LCK/PTPRC,6
GO:0046631,BP,GO:0046631,alpha-beta T cell activation,6/59,146/18866,6.2285166940246e-06,0.000100063086382268,6.37758770297742e-05,CCL19/GPR18/LY9/PTPRC/SASH3/ZAP70,6
GO:0043383,BP,GO:0043383,negative T cell selection,3/59,12/18866,6.26467007367541e-06,0.000100063086382268,6.37758770297742e-05,CCR7/PTPRC/ZAP70,3
GO:0050920,BP,GO:0050920,regulation of chemotaxis,7/59,229/18866,7.06698606185948e-06,0.00011135278038011,7.09714389711635e-05,CCL19/CCR7/CXCL13/GPR18/GPSM3/IL16/STAP1,7
GO:0045580,BP,GO:0045580,regulation of T cell differentiation,6/59,150/18866,7.27527541537605e-06,0.000113106281791046,7.20890448176209e-05,CCL19/CD27/PTPRC/RHOH/SASH3/ZAP70,6
GO:0042102,BP,GO:0042102,positive regulation of T cell proliferation,5/59,101/18866,1.58428600287423e-05,0.000243062826230441,0.00015491771717856,CCL19/CORO1A/PTPRC/SASH3/ZAP70,5
GO:0045058,BP,GO:0045058,T cell selection,4/59,49/18866,1.64533958605608e-05,0.00024915142303135,0.000158798325052029,CCR7/LY9/PTPRC/ZAP70,4
GO:0046632,BP,GO:0046632,alpha-beta T cell differentiation,5/59,106/18866,2.00295337705293e-05,0.000299415850979964,0.000190834694223937,CCL19/GPR18/LY9/SASH3/ZAP70,5
GO:0072676,BP,GO:0072676,lymphocyte migration,5/59,117/18866,3.22588636515837e-05,0.000473384982042711,0.000301715082894425,CCL19/CCR7/CXCL13/ITGAL/ZAP70,5
GO:1902105,BP,GO:1902105,regulation of leukocyte differentiation,7/59,290/18866,3.24792440509579e-05,0.000473384982042711,0.000301715082894425,CCL19/CD27/INPP5D/PTPRC/RHOH/SASH3/ZAP70,7
GO:0045061,BP,GO:0045061,thymic T cell selection,3/59,22/18866,4.28873833727928e-05,0.000617366531020697,0.000393482685655513,CCR7/PTPRC/ZAP70,3
GO:0046635,BP,GO:0046635,positive regulation of alpha-beta T cell activation,4/59,63/18866,4.47730058544637e-05,0.000636650302759813,0.000405773326485897,CCL19/PTPRC/SASH3/ZAP70,4
GO:0002377,BP,GO:0002377,immunoglobulin production,6/59,210/18866,4.88117103388943e-05,0.000685716316327118,0.000437045878240449,AICDA/CD22/POU2F2/PTPRC/SASH3/VPREB3,6
GO:0070588,BP,GO:0070588,calcium ion transmembrane transport,7/59,312/18866,5.16459416363543e-05,0.00071689485652368,0.000456917729263987,ATP2A3/CCL19/CCR7/CD19/CORO1A/LCK/PTPRC,7
GO:0051651,BP,GO:0051651,maintenance of location in cell,6/59,216/18866,5.70864222427632e-05,0.000783091392177199,0.000499108533788122,CCL19/CCR7/CD19/CORO1A/LCK/PTPRC,6
GO:0002920,BP,GO:0002920,regulation of humoral immune response,5/59,134/18866,6.17287458972948e-05,0.000836926950188903,0.000533420986578826,CCR7/CD19/CR2/CXCL13/PTPRC,5
GO:0050671,BP,GO:0050671,positive regulation of lymphocyte proliferation,5/59,136/18866,6.62334868884957e-05,0.000880437876883317,0.000561152966579058,CCL19/CORO1A/PTPRC/SASH3/ZAP70,5
GO:0019722,BP,GO:0019722,calcium-mediated signaling,6/59,222/18866,6.64481416515711e-05,0.000880437876883317,0.000561152966579058,CCR7/CD22/CXCR5/P2RX5/PTPRC/ZAP70,6
GO:0032946,BP,GO:0032946,positive regulation of mononuclear cell proliferation,5/59,137/18866,6.85788769192084e-05,0.000898460342559517,0.000572639705558381,CCL19/CORO1A/PTPRC/SASH3/ZAP70,5
GO:0032496,BP,GO:0032496,response to lipopolysaccharide,7/59,334/18866,7.92527417684302e-05,0.001026763298911,0.000654414452497213,AICDA/CCR7/CD180/CXCL13/IL10RA/IRF8/STAP1,7
GO:0050921,BP,GO:0050921,positive regulation of chemotaxis,5/59,144/18866,8.6843706026476e-05,0.00111274462886671,0.00070921522793166,CCL19/CCR7/CXCL13/GPSM3/IL16,5
GO:0002683,BP,GO:0002683,negative regulation of immune system process,8/59,463/18866,9.16367905939318e-05,0.00116139671557092,0.000740223960632904,BANK1/BLK/CD22/GPR18/INPP5D/PTPRC/PVRIG/STAP1,8
GO:0002697,BP,GO:0002697,regulation of immune effector process,8/59,470/18866,0.000101680372081295,0.00127483133168591,0.000812522271526818,BLK/CCL19/CD19/CD22/CR2/PTPRC/SASH3/STAP1,8
GO:0070665,BP,GO:0070665,positive regulation of leukocyte proliferation,5/59,150/18866,0.000105296116847102,0.00130611991748639,0.000832464260851667,CCL19/CORO1A/PTPRC/SASH3/ZAP70,5
GO:0050871,BP,GO:0050871,positive regulation of B cell activation,5/59,151/18866,0.0001086433096065,0.00133345367369662,0.000849885613099048,CD27/INPP5D/PTPRC/SASH3/TRBC1,5
GO:0002312,BP,GO:0002312,B cell activation involved in immune response,4/59,80/18866,0.000114268584088503,0.00138788717757495,0.000884579170685125,AICDA/CD180/CD19/PTPRC,4
GO:0002237,BP,GO:0002237,response to molecule of bacterial origin,7/59,356/18866,0.000117904621741118,0.00141728648402209,0.000903317015184254,AICDA/CCR7/CD180/CXCL13/IL10RA/IRF8/STAP1,7
GO:0050869,BP,GO:0050869,negative regulation of B cell activation,3/59,32/18866,0.000135093452232967,0.00160733638064938,0.00102444658728759,BANK1/BLK/INPP5D,3
GO:0043552,BP,GO:0043552,positive regulation of phosphatidylinositol 3-kinase activity,3/59,33/18866,0.000148272955788543,0.00174632592373173,0.00111303250171942,CCL19/CCR7/CD19,3
GO:2000106,BP,GO:2000106,regulation of leukocyte apoptotic process,4/59,86/18866,0.000151300468607366,0.00174855382410133,0.00111445246891355,BLK/CCL19/CCR7/CD27,4
GO:1903706,BP,GO:1903706,regulation of hemopoiesis,8/59,498/18866,0.00015146135183039,0.00174855382410133,0.00111445246891355,CCL19/CD27/INPP5D/PRKCB/PTPRC/RHOH/SASH3/ZAP70,8
GO:0070098,BP,GO:0070098,chemokine-mediated signaling pathway,4/59,88/18866,0.000165373400134729,0.00189044494663818,0.00120488772440783,CCL19/CCR7/CXCL13/CXCR5,4
GO:0042129,BP,GO:0042129,regulation of T cell proliferation,5/59,167/18866,0.000174171981704924,0.00197169447250428,0.00125667265287354,CCL19/CORO1A/PTPRC/SASH3/ZAP70,5
GO:0043368,BP,GO:0043368,positive T cell selection,3/59,36/18866,0.000192748635298983,0.00216100873806359,0.00137733336559799,LY9/PTPRC/ZAP70,3
GO:0090218,BP,GO:0090218,positive regulation of lipid kinase activity,3/59,37/18866,0.000209290494172847,0.00232412110671943,0.00148129412417073,CCL19/CCR7/CD19,3
GO:0002690,BP,GO:0002690,positive regulation of leukocyte chemotaxis,4/59,96/18866,0.000231247869287907,0.00254372656216698,0.00162126112926775,CCL19/CCR7/CXCL13/GPSM3,4
GO:0046634,BP,GO:0046634,regulation of alpha-beta T cell activation,4/59,97/18866,0.000240634290694194,0.00257412461421496,0.00164063553095221,CCL19/PTPRC/SASH3/ZAP70,4
GO:1990868,BP,GO:1990868,response to chemokine,4/59,97/18866,0.000240634290694194,0.00257412461421496,0.00164063553095221,CCL19/CCR7/CXCL13/CXCR5,4
GO:1990869,BP,GO:1990869,cellular response to chemokine,4/59,97/18866,0.000240634290694194,0.00257412461421496,0.00164063553095221,CCL19/CCR7/CXCL13/CXCR5,4
GO:0038083,BP,GO:0038083,peptidyl-tyrosine autophosphorylation,3/59,41/18866,0.000284595672699268,0.00301671413061224,0.00192272291794912,BLK/LCK/ZAP70,3
GO:1902622,BP,GO:1902622,regulation of neutrophil migration,3/59,42/18866,0.000305808035662449,0.00321236188812987,0.00204742032411275,CCL19/CCR7/RHOH,3
GO:0050856,BP,GO:0050856,regulation of T cell receptor signaling pathway,3/59,43/18866,0.000328014756311495,0.00341486790945717,0.00217648889056311,CCR7/LCK/PVRIG,3
GO:0097028,BP,GO:0097028,dendritic cell differentiation,3/59,44/18866,0.000351235442001014,0.00362425243693082,0.00230994151888883,BLK/CCL19/CCR7,3
GO:0042098,BP,GO:0042098,T cell proliferation,5/59,195/18866,0.000356826222602716,0.00364964364521726,0.002326124775231,CCL19/CORO1A/PTPRC/SASH3/ZAP70,5
GO:0071887,BP,GO:0071887,leukocyte apoptotic process,4/59,108/18866,0.000362802840276376,0.00367850531967177,0.00234451995638555,BLK/CCL19/CCR7/CD27,4
GO:0002440,BP,GO:0002440,production of molecular mediator of immune response,6/59,306/18866,0.0003793778519886,0.00381340151223024,0.00243049694649684,AICDA/CD22/POU2F2/PTPRC/SASH3/VPREB3,6
GO:0032680,BP,GO:0032680,regulation of tumor necrosis factor production,4/59,110/18866,0.000389025615760049,0.00387695613654887,0.00247100391117044,CCL19/GPR18/PTPRC/SASH3,4
GO:0050861,BP,GO:0050861,positive regulation of B cell receptor signaling pathway,2/59,10/18866,0.000425750569356793,0.00418559052480837,0.00266771410175563,PRKCB/STAP1,2
GO:0046638,BP,GO:0046638,positive regulation of alpha-beta T cell differentiation,3/59,47/18866,0.000427174333149396,0.00418559052480837,0.00266771410175563,CCL19/SASH3/ZAP70,3
GO:1903555,BP,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,4/59,113/18866,0.000430863124086641,0.00418655335570853,0.00266832776846639,CCL19/GPR18/PTPRC/SASH3,4
GO:0032640,BP,GO:0032640,tumor necrosis factor production,4/59,116/18866,0.000475819886140151,0.00458077026948345,0.00291958455380998,CCL19/GPR18/PTPRC/SASH3,4
GO:0071222,BP,GO:0071222,cellular response to lipopolysaccharide,5/59,208/18866,0.000479291571935661,0.00458077026948345,0.00291958455380998,AICDA/CD180/CXCL13/IRF8/STAP1,5
GO:2000107,BP,GO:2000107,negative regulation of leukocyte apoptotic process,3/59,49/18866,0.000483220499332305,0.00458077318879242,0.00291958641445107,CCL19/CCR7/CD27,3
GO:0032760,BP,GO:0032760,positive regulation of tumor necrosis factor production,3/59,50/18866,0.000512925477384859,0.00475048614430499,0.00302775410118202,CCL19/PTPRC/SASH3,3
GO:1903727,BP,GO:1903727,positive regulation of phospholipid metabolic process,3/59,50/18866,0.000512925477384859,0.00475048614430499,0.00302775410118202,CCL19/CCR7/CD19,3
