,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:1902895,BP,GO:1902895,positive regulation of pri-miRNA transcription by RNA polymerase II,3/42,40/18866,9.57129623802789e-05,0.0028207173030894,0.00182141075984762,EGR1/FOS/JUN,3
GO:0002573,BP,GO:0002573,myeloid leukocyte differentiation,5/42,210/18866,9.91374707500316e-05,0.00282570461144493,0.00182463119498002,FOS/JUN/JUNB/PTPN2/TRIB1,5
GO:0043618,BP,GO:0043618,regulation of transcription from RNA polymerase II promoter in response to stress,4/42,109/18866,9.96422783809589e-05,0.00282570461144493,0.00182463119498002,ATF3/EGR1/JUN/KLF2,4
GO:0043523,BP,GO:0043523,regulation of neuron apoptotic process,5/42,214/18866,0.00010833338861771,0.00301527931652626,0.00194704452837288,BTG2/JUN/MCL1/NR4A2/NR4A3,5
GO:0043620,BP,GO:0043620,regulation of DNA-templated transcription in response to stress,4/42,115/18866,0.000122634053499389,0.00335125422562876,0.00216399229332893,ATF3/EGR1/JUN/KLF2,4
GO:0071241,BP,GO:0071241,cellular response to inorganic substance,5/42,221/18866,0.000125990206113606,0.00338148713908482,0.0021835144743749,FOS/FOSB/JUN/JUNB/JUND,5
GO:0044706,BP,GO:0044706,multi-multicellular organism process,5/42,226/18866,0.000139897046731611,0.0036888642322388,0.00238199588340804,CLDN4/FOS/FOSB/JUNB/TPPP3,5
GO:0032570,BP,GO:0032570,response to progesterone,3/42,46/18866,0.000145697381180907,0.00377557179163626,0.00243798521685655,CLDN4/FOS/FOSB,3
GO:0010038,BP,GO:0010038,response to metal ion,6/42,366/18866,0.000148794135879072,0.00379046756315671,0.00244760380518296,DUSP1/FOS/FOSB/JUN/JUNB/JUND,6
GO:0002761,BP,GO:0002761,regulation of myeloid leukocyte differentiation,4/42,123/18866,0.000158984740351688,0.00398256774580979,0.00257164790533784,FOS/JUN/PTPN2/TRIB1,4
GO:0030968,BP,GO:0030968,endoplasmic reticulum unfolded protein response,4/42,125/18866,0.000169170138164535,0.00416824127313599,0.00269154214646594,ATF3/LMNA/PPP1R15A/PTPN2,4
GO:0061014,BP,GO:0061014,positive regulation of mRNA catabolic process,3/42,50/18866,0.000186959558701325,0.0044603209004459,0.00288014558266703,BTG2/ZFP36/ZFP36L2,3
GO:1904707,BP,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,3/42,50/18866,0.000186959558701325,0.0044603209004459,0.00288014558266703,ADAMTS1/JUN/NR4A3,3
GO:0006984,BP,GO:0006984,ER-nucleus signaling pathway,3/42,51/18866,0.000198337405320853,0.00455290290662493,0.00293992819967657,ATF3/PPP1R15A/PTPN2,3
GO:1902893,BP,GO:1902893,regulation of pri-miRNA transcription by RNA polymerase II,3/42,51/18866,0.000198337405320853,0.00455290290662493,0.00293992819967657,EGR1/FOS/JUN,3
GO:0033002,BP,GO:0033002,muscle cell proliferation,5/42,244/18866,0.000199927872147202,0.00455290290662493,0.00293992819967657,ADAMTS1/HBEGF/JUN/NR4A3/TRIB1,5
GO:0051402,BP,GO:0051402,neuron apoptotic process,5/42,245/18866,0.000203759720498015,0.00457090835684352,0.00295155478867509,BTG2/JUN/MCL1/NR4A2/NR4A3,5
GO:0006469,BP,GO:0006469,negative regulation of protein kinase activity,5/42,246/18866,0.000207647427722137,0.00457772646252012,0.00295595741740627,DUSP1/GADD45B/PTPN2/SOCS3/TRIB1,5
GO:0038066,BP,GO:0038066,p38MAPK cascade,3/42,52/18866,0.000210155107061802,0.00457772646252012,0.00295595741740627,DUSP1/GADD45B/ZFP36,3
GO:1903897,BP,GO:1903897,regulation of PERK-mediated unfolded protein response,2/42,10/18866,0.000215276422149212,0.00462229232128951,0.00298473475521163,PPP1R15A/PTPN2,2
GO:0061614,BP,GO:0061614,pri-miRNA transcription by RNA polymerase II,3/42,53/18866,0.000222420039781784,0.00470841295481721,0.00304034509531216,EGR1/FOS/JUN,3
GO:1901991,BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,5/42,251/18866,0.000227943104729165,0.00475831231122133,0.00307256641170015,BTG2/DUSP1/PLK3/WEE1/ZFP36L2,5
GO:1901653,BP,GO:1901653,cellular response to peptide,6/42,398/18866,0.000234210653191394,0.00480293294862904,0.00310137912150154,KLF2/NR4A1/NR4A2/NR4A3/PTPN2/SOCS3,6
GO:0031668,BP,GO:0031668,cellular response to extracellular stimulus,5/42,253/18866,0.000236471748635096,0.00480293294862904,0.00310137912150154,ATF3/FOS/JUN/NR4A2/SIK1,5
GO:0002763,BP,GO:0002763,positive regulation of myeloid leukocyte differentiation,3/42,58/18866,0.00029070770948527,0.00582578249808481,0.00376185976344447,FOS/JUN/TRIB1,3
GO:0048008,BP,GO:0048008,platelet-derived growth factor receptor signaling pathway,3/42,59/18866,0.000305808035662449,0.00586824166279326,0.0037892767539275,NR4A3/PTPN2/TIPARP,3
GO:0034620,BP,GO:0034620,cellular response to unfolded protein,4/42,146/18866,0.000306538138827794,0.00586824166279326,0.0037892767539275,ATF3/LMNA/PPP1R15A/PTPN2,4
GO:0044344,BP,GO:0044344,cellular response to fibroblast growth factor stimulus,4/42,146/18866,0.000306538138827794,0.00586824166279326,0.0037892767539275,EGR3/NR4A1/ZFP36/ZFP36L2,4
GO:0033673,BP,GO:0033673,negative regulation of kinase activity,5/42,268/18866,0.00030844383989399,0.00586824166279326,0.0037892767539275,DUSP1/GADD45B/PTPN2/SOCS3/TRIB1,5
GO:0060213,BP,GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,2/42,12/18866,0.000314847751577441,0.00591520213276117,0.00381960035466316,BTG2/ZFP36,2
GO:1901988,BP,GO:1901988,negative regulation of cell cycle phase transition,5/42,270/18866,0.000319170614708971,0.00592238807293313,0.00382424050372542,BTG2/DUSP1/PLK3/WEE1/ZFP36L2,5
GO:0043524,BP,GO:0043524,negative regulation of neuron apoptotic process,4/42,149/18866,0.000331199326777099,0.00607064131885342,0.00391997149279186,BTG2/JUN/NR4A2/NR4A3,4
GO:0061469,BP,GO:0061469,regulation of type B pancreatic cell proliferation,2/42,13/18866,0.000371567520445451,0.00672850582204233,0.0043447717672886,NR4A1/NR4A3,2
GO:1902107,BP,GO:1902107,positive regulation of leukocyte differentiation,4/42,159/18866,0.000423712716832754,0.00752958570317059,0.00486204994805006,EGR3/FOS/JUN/TRIB1,4
GO:0032922,BP,GO:0032922,circadian regulation of gene expression,3/42,66/18866,0.000425824873432801,0.00752958570317059,0.00486204994805006,BHLHE40/EGR1/PER2,3
GO:0060211,BP,GO:0060211,regulation of nuclear-transcribed mRNA poly(A) tail shortening,2/42,14/18866,0.000432883567194337,0.0075653953661987,0.00488517318180145,BTG2/ZFP36,2
GO:1901990,BP,GO:1901990,regulation of mitotic cell cycle phase transition,6/42,448/18866,0.00044068611624606,0.00761323255997503,0.0049160629059754,ADAMTS1/BTG2/DUSP1/PLK3/WEE1/ZFP36L2,6
GO:0034976,BP,GO:0034976,response to endoplasmic reticulum stress,5/42,294/18866,0.000471233727925442,0.00798501494922698,0.00515613249514114,ATF3/JUN/LMNA/PPP1R15A/PTPN2,5
GO:0009896,BP,GO:0009896,positive regulation of catabolic process,6/42,454/18866,0.000472831889874385,0.00798501494922698,0.00515613249514114,BTG2/PLK3/TIPARP/TRIB1/ZFP36/ZFP36L2,6
GO:0007093,BP,GO:0007093,mitotic cell cycle checkpoint,4/42,166/18866,0.000498577814257597,0.00823475225086999,0.00531739438687686,BTG2/DUSP1/PLK3/WEE1,4
GO:0035967,BP,GO:0035967,cellular response to topologically incorrect protein,4/42,166/18866,0.000498577814257597,0.00823475225086999,0.00531739438687686,ATF3/LMNA/PPP1R15A/PTPN2,4
GO:0042532,BP,GO:0042532,negative regulation of tyrosine phosphorylation of STAT protein,2/42,16/18866,0.000569225490337137,0.00929941208670344,0.00600487302163433,PTPN2/SOCS3,2
GO:0033077,BP,GO:0033077,T cell differentiation in thymus,3/42,76/18866,0.000644153487892505,0.0103005389781733,0.00665132677653521,EGR3/PTPN2/ZFP36L2,3
GO:0061158,BP,GO:0061158,3'-UTR-mediated mRNA destabilization,2/42,17/18866,0.000644212018595004,0.0103005389781733,0.00665132677653521,ZFP36/ZFP36L2,2
GO:1901987,BP,GO:1901987,regulation of cell cycle phase transition,6/42,486/18866,0.000676541931073552,0.0107036054989847,0.00691159734570432,ADAMTS1/BTG2/DUSP1/PLK3/WEE1/ZFP36L2,6
GO:0000288,BP,GO:0000288,nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,3/42,78/18866,0.000694928364569777,0.0108799722077956,0.00702548193128656,BTG2/ZFP36/ZFP36L2,3
GO:0006986,BP,GO:0006986,response to unfolded protein,4/42,183/18866,0.000718996980774101,0.0109873266725209,0.00709480351021765,ATF3/LMNA/PPP1R15A/PTPN2,4
GO:0070373,BP,GO:0070373,negative regulation of ERK1 and ERK2 cascade,3/42,79/18866,0.000721244922655184,0.0109873266725209,0.00709480351021765,ATF3/DUSP1/PTPN2,3
GO:0035994,BP,GO:0035994,response to muscle stretch,2/42,18/18866,0.000723716128130119,0.0109873266725209,0.00709480351021765,FOS/JUN,2
GO:0070371,BP,GO:0070371,ERK1 and ERK2 cascade,5/42,325/18866,0.000741899908327352,0.0110842754314662,0.00715740585342428,ATF3/DUSP1/JUN/PTPN2/ZFP36L2,5
GO:2000045,BP,GO:2000045,regulation of G1/S transition of mitotic cell cycle,4/42,185/18866,0.000748809094575166,0.0110842754314662,0.00715740585342428,ADAMTS1/BTG2/PLK3/WEE1,4
GO:0071496,BP,GO:0071496,cellular response to external stimulus,5/42,326/18866,0.000752226276786131,0.0110842754314662,0.00715740585342428,ATF3/FOS/JUN/NR4A2/SIK1,5
GO:0071375,BP,GO:0071375,cellular response to peptide hormone stimulus,5/42,330/18866,0.000794613052504162,0.0115951788146967,0.00748730949830186,NR4A1/NR4A2/NR4A3/PTPN2/SOCS3,5
GO:1903313,BP,GO:1903313,positive regulation of mRNA metabolic process,3/42,82/18866,0.00080398355649497,0.0116191085135763,0.00750276152923444,BTG2/ZFP36/ZFP36L2,3
GO:0051412,BP,GO:0051412,response to corticosterone,2/42,20/18866,0.000896199068180113,0.0127074264101388,0.00820551679108306,FOS/FOSB,2
GO:0070262,BP,GO:0070262,peptidyl-serine dephosphorylation,2/42,20/18866,0.000896199068180113,0.0127074264101388,0.00820551679108306,DUSP1/PPP1R15A,2
GO:0045930,BP,GO:0045930,negative regulation of mitotic cell cycle,5/42,341/18866,0.000920415126565091,0.0128501468857615,0.00829767512600913,BTG2/DUSP1/PLK3/WEE1/ZFP36L2,5
GO:0014910,BP,GO:0014910,regulation of smooth muscle cell migration,3/42,86/18866,0.000923363848078673,0.0128501468857615,0.00829767512600913,ADAMTS1/NR4A3/TRIB1,3
GO:1904705,BP,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,3/42,87/18866,0.000954865974194823,0.0130469414474074,0.00842475050916389,ADAMTS1/JUN/NR4A3,3
GO:1990874,BP,GO:1990874,vascular associated smooth muscle cell proliferation,3/42,87/18866,0.000954865974194823,0.0130469414474074,0.00842475050916389,ADAMTS1/JUN/NR4A3,3
GO:1903708,BP,GO:1903708,positive regulation of hemopoiesis,4/42,204/18866,0.00107718381266356,0.0145806952372052,0.0094151353494437,EGR3/FOS/JUN/TRIB1,4
GO:0044342,BP,GO:0044342,type B pancreatic cell proliferation,2/42,22/18866,0.00108651887329806,0.0145806952372052,0.0094151353494437,NR4A1/NR4A3,2
GO:0035966,BP,GO:0035966,response to topologically incorrect protein,4/42,205/18866,0.00109685908934164,0.0145891965600042,0.00942062487538881,ATF3/LMNA/PPP1R15A/PTPN2,4
GO:0042594,BP,GO:0042594,response to starvation,4/42,206/18866,0.00111678591266381,0.0145959063194236,0.00942495754211473,ATF3/JUN/SIK1/ZFP36,4
GO:1902806,BP,GO:1902806,regulation of cell cycle G1/S phase transition,4/42,206/18866,0.00111678591266381,0.0145959063194236,0.00942495754211473,ADAMTS1/BTG2/PLK3/WEE1,4
GO:0010948,BP,GO:0010948,negative regulation of cell cycle process,5/42,359/18866,0.00115760991453042,0.014878855086199,0.00960766494342924,BTG2/DUSP1/PLK3/WEE1/ZFP36L2,5
GO:0014909,BP,GO:0014909,smooth muscle cell migration,3/42,93/18866,0.00115823422826698,0.014878855086199,0.00960766494342924,ADAMTS1/NR4A3/TRIB1,3
GO:0009612,BP,GO:0009612,response to mechanical stimulus,4/42,209/18866,0.00117809325104508,0.0149620287975882,0.00966137237901483,BTG2/FOS/FOSB/JUN,4
GO:0045649,BP,GO:0045649,regulation of macrophage differentiation,2/42,23/18866,0.00118831929150016,0.0149620287975882,0.00966137237901483,PTPN2/TRIB1,2
GO:0051591,BP,GO:0051591,response to cAMP,3/42,94/18866,0.00119457315749207,0.0149620287975882,0.00966137237901483,DUSP1/FOS/FOSB,3
GO:0050679,BP,GO:0050679,positive regulation of epithelial cell proliferation,4/42,211/18866,0.00122025478596959,0.0149666552122958,0.00966435977570241,EGR3/JUN/NR4A1/NR4A3,4
GO:0045638,BP,GO:0045638,negative regulation of myeloid cell differentiation,3/42,95/18866,0.00123162492582321,0.0149666552122958,0.00966435977570241,PTPN2/TRIB1/ZFP36,3
GO:1901215,BP,GO:1901215,negative regulation of neuron death,4/42,212/18866,0.00124172782061664,0.0149666552122958,0.00966435977570241,BTG2/JUN/NR4A2/NR4A3,4
GO:0010631,BP,GO:0010631,epithelial cell migration,5/42,365/18866,0.00124594832393006,0.0149666552122958,0.00966435977570241,EGR3/HBEGF/JUN/NR4A1/RHOB,5
GO:0016051,BP,GO:0016051,carbohydrate biosynthetic process,4/42,213/18866,0.00126346471011063,0.0149666552122958,0.00966435977570241,ATF3/PER2/PTPN2/SIK1,4
GO:0006006,BP,GO:0006006,glucose metabolic process,4/42,214/18866,0.0012854672114724,0.0149666552122958,0.00966435977570241,ATF3/PER2/PTPN2/SIK1,4
GO:0030098,BP,GO:0030098,lymphocyte differentiation,5/42,368/18866,0.0012919487715061,0.0149666552122958,0.00966435977570241,EGR1/EGR3/KLF6/PTPN2/ZFP36L2,5
GO:0090132,BP,GO:0090132,epithelium migration,5/42,368/18866,0.0012919487715061,0.0149666552122958,0.00966435977570241,EGR3/HBEGF/JUN/NR4A1/RHOB,5
GO:0036003,BP,GO:0036003,positive regulation of transcription from RNA polymerase II promoter in response to stress,2/42,24/18866,0.00129452107624647,0.0149666552122958,0.00966435977570241,ATF3/KLF2,2
GO:2000209,BP,GO:2000209,regulation of anoikis,2/42,24/18866,0.00129452107624647,0.0149666552122958,0.00966435977570241,MCL1/SIK1,2
GO:0090130,BP,GO:0090130,tissue migration,5/42,374/18866,0.00138771622746312,0.015643503110771,0.0101014181238442,EGR3/HBEGF/JUN/NR4A1/RHOB,5
GO:0000075,BP,GO:0000075,cell cycle checkpoint,4/42,219/18866,0.00139952535562115,0.015643503110771,0.0101014181238442,BTG2/DUSP1/PLK3/WEE1,4
GO:0046697,BP,GO:0046697,decidualization,2/42,25/18866,0.00140510506982973,0.015643503110771,0.0101014181238442,JUNB/TPPP3,2
GO:0060330,BP,GO:0060330,regulation of response to interferon-gamma,2/42,25/18866,0.00140510506982973,0.015643503110771,0.0101014181238442,PTPN2/SOCS3,2
GO:0060334,BP,GO:0060334,regulation of interferon-gamma-mediated signaling pathway,2/42,25/18866,0.00140510506982973,0.015643503110771,0.0101014181238442,PTPN2/SOCS3,2
GO:0070301,BP,GO:0070301,cellular response to hydrogen peroxide,3/42,100/18866,0.00142776161510937,0.0157788654963925,0.0101888251480715,KLF2/NR4A3/RHOB,3
GO:0045639,BP,GO:0045639,positive regulation of myeloid cell differentiation,3/42,101/18866,0.00146920097575096,0.0161183143544065,0.0104080161324809,FOS/JUN/TRIB1,3
GO:0031664,BP,GO:0031664,regulation of lipopolysaccharide-mediated signaling pathway,2/42,26/18866,0.00152005217451272,0.016436247613616,0.0106133139333641,CD55/TRIB1,2
GO:1904754,BP,GO:1904754,positive regulation of vascular associated smooth muscle cell migration,2/42,26/18866,0.00152005217451272,0.016436247613616,0.0106133139333641,ADAMTS1/NR4A3,2
GO:0032897,BP,GO:0032897,negative regulation of viral transcription,2/42,27/18866,0.00163934335236632,0.0172303011091369,0.0111260549936087,JUN/ZFP36,2
GO:0033081,BP,GO:0033081,regulation of T cell differentiation in thymus,2/42,27/18866,0.00163934335236632,0.0172303011091369,0.0111260549936087,EGR3/PTPN2,2
GO:0046426,BP,GO:0046426,negative regulation of receptor signaling pathway via JAK-STAT,2/42,27/18866,0.00163934335236632,0.0172303011091369,0.0111260549936087,PTPN2/SOCS3,2
GO:1903203,BP,GO:1903203,regulation of oxidative stress-induced neuron death,2/42,27/18866,0.00163934335236632,0.0172303011091369,0.0111260549936087,MCL1/NR4A3,2
GO:0031331,BP,GO:0031331,positive regulation of cellular catabolic process,5/42,390/18866,0.00166879145431386,0.017418010804401,0.0112472640415013,BTG2/PLK3/TRIB1/ZFP36/ZFP36L2,5
GO:0014812,BP,GO:0014812,muscle cell migration,3/42,106/18866,0.00168773733218611,0.0174942704156947,0.0112965068622548,ADAMTS1/NR4A3/TRIB1,3
GO:1900101,BP,GO:1900101,regulation of endoplasmic reticulum unfolded protein response,2/42,28/18866,0.00176295962510798,0.0180427888914459,0.0116506995538139,PPP1R15A/PTPN2,2
GO:0050678,BP,GO:0050678,regulation of epithelial cell proliferation,5/42,395/18866,0.00176466398339491,0.0180427888914459,0.0116506995538139,EGR3/JUN/NR4A1/NR4A3/ZFP36,5
GO:0007050,BP,GO:0007050,cell cycle arrest,4/42,234/18866,0.00178399561478932,0.018117198709651,0.0116987479149058,BTG2/DUSP1/PLK3/PPP1R15A,4
