,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0008037,BP,GO:0008037,cell recognition,5/19,226/18866,2.39312498811491e-06,3.86888539745244e-05,2.72900217942928e-05,IGHD/IGHM/IGKC/IGLC1/IGLL5,5
GO:0050867,BP,GO:0050867,positive regulation of cell activation,6/19,421/18866,2.5271547736096e-06,3.9221442086421e-05,2.76656943637262e-05,IGHD/IGHM/IGKC/IGLC1/IGLL5/XBP1,6
GO:0030449,BP,GO:0030449,regulation of complement activation,4/19,115/18866,4.73144121197704e-06,6.8526163080896e-05,4.83364145443108e-05,IGKC/IGLC1/IGLV1-44/IGLV6-57,4
GO:0002697,BP,GO:0002697,regulation of immune effector process,6/19,470/18866,4.76857320408297e-06,6.8526163080896e-05,4.83364145443108e-05,IGKC/IGLC1/IGLV1-44/IGLV6-57/MZB1/XBP1,6
GO:0002920,BP,GO:0002920,regulation of humoral immune response,4/19,134/18866,8.68227849763375e-06,0.00012031157346721,8.48643762926607e-05,IGKC/IGLC1/IGLV1-44/IGLV6-57,4
GO:0002433,BP,GO:0002433,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,4/19,139/18866,1.003691685258e-05,0.000129810791293367,9.15648554972206e-05,IGKC/IGLC1/IGLV1-44/IGLV6-57,4
GO:0038096,BP,GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,4/19,139/18866,1.003691685258e-05,0.000129810791293367,9.15648554972206e-05,IGKC/IGLC1/IGLV1-44/IGLV6-57,4
GO:0002440,BP,GO:0002440,production of molecular mediator of immune response,5/19,306/18866,1.04824202267269e-05,0.000131199324128065,9.25442872308654e-05,IGKC/IGLV1-44/IGLV6-57/MZB1/XBP1,5
GO:0038094,BP,GO:0038094,Fc-gamma receptor signaling pathway,4/19,142/18866,1.09210941716194e-05,0.000132418266830885,9.340409488885e-05,IGKC/IGLC1/IGLV1-44/IGLV6-57,4
GO:0002431,BP,GO:0002431,Fc receptor mediated stimulatory signaling pathway,4/19,145/18866,1.18614993144173e-05,0.000139462476787694,9.83728810765069e-05,IGKC/IGLC1/IGLV1-44/IGLV6-57,4
GO:0042742,BP,GO:0042742,defense response to bacterium,5/19,348/18866,1.95026608003285e-05,0.000222559776191984,0.000156987362479424,IGHD/IGHM/IGKC/IGLC1/IGLL5,5
GO:0038095,BP,GO:0038095,Fc-epsilon receptor signaling pathway,4/19,169/18866,2.16847578079289e-05,0.000240391029413612,0.000169565023460497,IGKC/IGLC1/IGLV1-44/IGLV6-57,4
GO:0038093,BP,GO:0038093,Fc receptor signaling pathway,4/19,241/18866,8.65703697136881e-05,0.000933036206914194,0.000658137313612834,IGKC/IGLC1/IGLV1-44/IGLV6-57,4
GO:1902236,BP,GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,2/19,20/18866,0.000180611959864829,0.00189398487642037,0.00133596328776261,HERPUD1/XBP1,2
GO:0006898,BP,GO:0006898,receptor-mediated endocytosis,4/19,328/18866,0.000282832815903468,0.0028878719097512,0.0020370230508283,IGKC/IGLC1/IGLV1-44/IGLV6-57,4
GO:1902235,BP,GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,2/19,32/18866,0.000468107087719958,0.00465706538552164,0.00328496201908743,HERPUD1/XBP1,2
GO:1905898,BP,GO:1905898,positive regulation of response to endoplasmic reticulum stress,2/19,38/18866,0.00066108102251339,0.00641248591837988,0.00452318594351267,HERPUD1/XBP1,2
GO:0002639,BP,GO:0002639,positive regulation of immunoglobulin production,2/19,45/18866,0.000927064855273834,0.00877319911820116,0.00618836617127592,MZB1/XBP1,2
GO:0006984,BP,GO:0006984,ER-nucleus signaling pathway,2/19,51/18866,0.00118965673829488,0.0107345770804282,0.00757186663296621,HERPUD1/XBP1,2
GO:1903573,BP,GO:1903573,negative regulation of response to endoplasmic reticulum stress,2/19,51/18866,0.00118965673829488,0.0107345770804282,0.00757186663296621,HERPUD1/XBP1,2
GO:0070059,BP,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,2/19,63/18866,0.00180920540311361,0.0159539021910927,0.0112534307370703,HERPUD1/XBP1,2
GO:0002637,BP,GO:0002637,regulation of immunoglobulin production,2/19,68/18866,0.00210395923090164,0.0181408040353297,0.0127960093575304,MZB1/XBP1,2
GO:1905897,BP,GO:1905897,regulation of response to endoplasmic reticulum stress,2/19,92/18866,0.00381097776379654,0.0321447689641969,0.0226740095786522,HERPUD1/XBP1,2
GO:2001243,BP,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,2/19,98/18866,0.00431165768419419,0.0355941102439861,0.0251070772203917,HERPUD1/XBP1,2
GO:0002702,BP,GO:0002702,positive regulation of production of molecular mediator of immune response,2/19,100/18866,0.00448499013619953,0.0362536702676129,0.0255723121800851,MZB1/XBP1,2
GO:0019814,CC,GO:0019814,immunoglobulin complex,7/18,163/19559,7.22668979237667e-11,1.66213865224663e-09,1.06498586413972e-09,IGHD/IGHM/IGKC/IGLC1/IGLL5/IGLV1-44/IGLV6-57,7
GO:0042571,CC,GO:0042571,immunoglobulin complex, circulating,5/18,76/19559,6.38301049924132e-09,7.34046207412752e-08,4.70327089417782e-08,IGHD/IGHM/IGKC/IGLC1/IGLL5,5
GO:0072562,CC,GO:0072562,blood microparticle,4/18,148/19559,8.86935005021228e-06,6.79983503849608e-05,4.35687370887621e-05,IGHD/IGHM/IGKC/IGLC1,4
GO:0009897,CC,GO:0009897,external side of plasma membrane,5/18,417/19559,2.93002886945401e-05,0.000168476659993606,0.000107948432032516,IGHD/IGHM/IGKC/IGLC1/IGLL5,5
GO:0034663,CC,GO:0034663,endoplasmic reticulum chaperone complex,1/18,10/19559,0.00916700619852806,0.0257582846264334,0.0165041640627033,MZB1,1
GO:0034992,CC,GO:0034992,microtubule organizing center attachment site,1/18,11/19559,0.0100793287668652,0.0257582846264334,0.0165041640627033,SPAG4,1
GO:0034993,CC,GO:0034993,meiotic nuclear membrane microtubule tethering complex,1/18,11/19559,0.0100793287668652,0.0257582846264334,0.0165041640627033,SPAG4,1
GO:0106083,CC,GO:0106083,nuclear membrane protein complex,1/18,11/19559,0.0100793287668652,0.0257582846264334,0.0165041640627033,SPAG4,1
GO:0106094,CC,GO:0106094,nuclear membrane microtubule tethering complex,1/18,11/19559,0.0100793287668652,0.0257582846264334,0.0165041640627033,SPAG4,1
GO:0003823,MF,GO:0003823,antigen binding,7/18,168/18352,1.38937383926445e-10,3.19555983030824e-09,1.75499853380773e-09,IGHD/IGHM/IGKC/IGLC1/IGLL5/IGLV1-44/IGLV6-57,7
GO:0034987,MF,GO:0034987,immunoglobulin receptor binding,5/18,80/18352,1.13646331369454e-08,1.30693281074872e-07,7.17766303386023e-08,IGHD/IGHM/IGKC/IGLC1/IGLL5,5
