,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0071353,BP,GO:0071353,cellular response to interleukin-4,2/49,32/18866,0.00311872082162783,0.0498129020121111,0.0456865243168287,IMPDH2/RPL3,2
GO:0022626,CC,GO:0022626,cytosolic ribosome,22/49,110/19559,1.49216933506967e-37,1.23850054810782e-35,6.12574779660179e-36,EIF2D/RPL10A/RPL10L/RPL11/RPL14/RPL15/RPL22/RPL27A/RPL29/RPL3/RPL32/RPL34/RPL6/RPL9/RPLP0/RPS17/RPS18/RPS23/RPS25/RPS5/RPS6/RPS9,22
GO:0044391,CC,GO:0044391,ribosomal subunit,22/49,187/19559,4.1582645571005e-32,1.72567979119671e-30,8.53538514352209e-31,EIF2D/RPL10A/RPL10L/RPL11/RPL14/RPL15/RPL22/RPL27A/RPL29/RPL3/RPL32/RPL34/RPL6/RPL9/RPLP0/RPS17/RPS18/RPS23/RPS25/RPS5/RPS6/RPS9,22
GO:0005840,CC,GO:0005840,ribosome,23/49,270/19559,2.72618974680252e-30,7.54245829948697e-29,3.73057544299292e-29,BTF3/EIF2D/RPL10A/RPL10L/RPL11/RPL14/RPL15/RPL22/RPL27A/RPL29/RPL3/RPL32/RPL34/RPL6/RPL9/RPLP0/RPS17/RPS18/RPS23/RPS25/RPS5/RPS6/RPS9,23
GO:0022625,CC,GO:0022625,cytosolic large ribosomal subunit,14/49,58/19559,4.64741707468152e-25,9.64339042996416e-24,4.76971752401525e-24,RPL10A/RPL10L/RPL11/RPL14/RPL15/RPL22/RPL27A/RPL29/RPL3/RPL32/RPL34/RPL6/RPL9/RPLP0,14
GO:0015934,CC,GO:0015934,large ribosomal subunit,14/49,116/19559,1.6828790067976e-20,2.79357915128402e-19,1.38173223716014e-19,RPL10A/RPL10L/RPL11/RPL14/RPL15/RPL22/RPL27A/RPL29/RPL3/RPL32/RPL34/RPL6/RPL9/RPLP0,14
GO:0022627,CC,GO:0022627,cytosolic small ribosomal subunit,8/49,47/19559,2.48582655103753e-13,3.43872672893526e-12,1.70082869281516e-12,EIF2D/RPS17/RPS18/RPS23/RPS25/RPS5/RPS6/RPS9,8
GO:0015935,CC,GO:0015935,small ribosomal subunit,8/49,74/19559,1.13281932823213e-11,1.3432000606181e-10,6.64360207534633e-11,EIF2D/RPS17/RPS18/RPS23/RPS25/RPS5/RPS6/RPS9,8
GO:0042788,CC,GO:0042788,polysomal ribosome,6/49,32/19559,1.55283579381966e-10,1.61106713608789e-09,7.96849946828508e-10,BTF3/RPL10A/RPL11/RPL32/RPL6/RPS23,6
GO:0005844,CC,GO:0005844,polysome,7/49,69/19559,3.79983366178286e-10,3.50429104364419e-09,1.7332574597606e-09,BTF3/RPL10A/RPL10L/RPL11/RPL32/RPL6/RPS23,7
GO:0005925,CC,GO:0005925,focal adhesion,10/49,415/19559,6.51644768286892e-08,5.40865157678121e-07,2.67517325928303e-07,RPL10A/RPL22/RPL3/RPL6/RPL9/RPLP0/RPS17/RPS18/RPS5/RPS9,10
GO:0030055,CC,GO:0030055,cell-substrate junction,10/49,423/19559,7.78845278661695e-08,5.8767416480837e-07,2.90669529835465e-07,RPL10A/RPL22/RPL3/RPL6/RPL9/RPLP0/RPS17/RPS18/RPS5/RPS9,10
GO:0014069,CC,GO:0014069,postsynaptic density,6/49,337/19559,0.000187436268009338,0.00129643418706459,0.000641229337926682,RPL10A/RPL14/RPL6/RPLP0/RPS18/RPS25,6
GO:0032279,CC,GO:0032279,asymmetric synapse,6/49,343/19559,0.000206186890357896,0.00131642399228503,0.000651116495867039,RPL10A/RPL14/RPL6/RPLP0/RPS18/RPS25,6
GO:0099572,CC,GO:0099572,postsynaptic specialization,6/49,361/19559,0.000271479882614876,0.00156079836654751,0.000771986509769854,RPL10A/RPL14/RPL6/RPLP0/RPS18/RPS25,6
GO:0036464,CC,GO:0036464,cytoplasmic ribonucleoprotein granule,5/49,233/19559,0.000285915343231385,0.00156079836654751,0.000771986509769854,CNOT3/LSM3/RPL6/RPLP0/RPS6,5
GO:0098984,CC,GO:0098984,neuron to neuron synapse,6/49,368/19559,0.000300876793551328,0.00156079836654751,0.000771986509769854,RPL10A/RPL14/RPL6/RPLP0/RPS18/RPS25,6
GO:0035770,CC,GO:0035770,ribonucleoprotein granule,5/49,243/19559,0.00034684867134983,0.001693437630708,0.000837591218739529,CNOT3/LSM3/RPL6/RPLP0/RPS6,5
GO:0005736,CC,GO:0005736,RNA polymerase I complex,2/49,13/19559,0.000471201918502424,0.0021727644019834,0.00107467104219851,POLR1D/POLR2L,2
GO:0033290,CC,GO:0033290,eukaryotic 48S preinitiation complex,2/49,15/19559,0.000632283176008412,0.00276207913729991,0.00136615201464422,EIF3F/EIF3L,2
GO:0005852,CC,GO:0005852,eukaryotic translation initiation factor 3 complex,2/49,17/19559,0.000816340927973028,0.00322649033436959,0.00159585444566156,EIF3F/EIF3L,2
GO:0016282,CC,GO:0016282,eukaryotic 43S preinitiation complex,2/49,17/19559,0.000816340927973028,0.00322649033436959,0.00159585444566156,EIF3F/EIF3L,2
GO:0005666,CC,GO:0005666,RNA polymerase III complex,2/49,18/19559,0.00091691574832856,0.00330886987440306,0.00163660019152466,POLR1D/POLR2L,2
GO:0070993,CC,GO:0070993,translation preinitiation complex,2/49,18/19559,0.00091691574832856,0.00330886987440306,0.00163660019152466,EIF3F/EIF3L,2
GO:0046540,CC,GO:0046540,U4/U6 x U5 tri-snRNP complex,2/49,43/19559,0.00519991785517104,0.0179830492491332,0.00889459633121362,LSM3/PRPF31,2
GO:0097526,CC,GO:0097526,spliceosomal tri-snRNP complex,2/49,44/19559,0.00543886396898823,0.0180570283770409,0.00893118714907541,LSM3/PRPF31,2
GO:0071005,CC,GO:0071005,U2-type precatalytic spliceosome,2/49,50/19559,0.00697598521639767,0.022269491267731,0.0110147134995753,LSM3/PRPF31,2
GO:0071011,CC,GO:0071011,precatalytic spliceosome,2/49,53/19559,0.00780991757836357,0.0240082651483028,0.0118747284817224,LSM3/PRPF31,2
GO:0003735,MF,GO:0003735,structural constituent of ribosome,21/49,202/18352,7.74140623312151e-29,8.05106248244637e-27,5.86717103983946e-27,RPL10A/RPL10L/RPL11/RPL14/RPL15/RPL22/RPL27A/RPL29/RPL3/RPL32/RPL34/RPL6/RPL9/RPLP0/RPS17/RPS18/RPS23/RPS25/RPS5/RPS6/RPS9,21
GO:0019843,MF,GO:0019843,rRNA binding,7/49,64/18352,3.42546603506078e-10,1.7812423382316e-08,1.29807133960198e-08,RPL11/RPL3/RPL9/RPLP0/RPS18/RPS5/RPS9,7
GO:0045182,MF,GO:0045182,translation regulator activity,6/49,139/18352,1.81249409837681e-06,6.28331287437294e-05,4.57893245905721e-05,EEF1A1/EIF2D/EIF3F/EIF3L/EIF4B/RPS9,6
GO:0008135,MF,GO:0008135,translation factor activity, RNA binding,5/49,84/18352,2.89924276839401e-06,7.53803119782443e-05,5.49330208748339e-05,EEF1A1/EIF2D/EIF3F/EIF3L/EIF4B,5
GO:0003743,MF,GO:0003743,translation initiation factor activity,4/49,51/18352,1.02191156293658e-05,0.000180906068820816,0.000131834382136627,EIF2D/EIF3F/EIF3L/EIF4B,4
GO:0090079,MF,GO:0090079,translation regulator activity, nucleic acid binding,5/49,109/18352,1.04368885858163e-05,0.000180906068820816,0.000131834382136627,EEF1A1/EIF2D/EIF3F/EIF3L/EIF4B,5
GO:0008097,MF,GO:0008097,5S rRNA binding,2/49,11/18352,0.000378252343674242,0.00561974910601732,0.00409536372098428,RPL11/RPL3,2
GO:0045296,MF,GO:0045296,cadherin binding,5/49,332/18352,0.00186746150911093,0.0242769996184421,0.0176917406126298,RPL14/RPL15/RPL29/RPL34/RPL6,5
