"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0060760","BP","GO:0060760","positive regulation of response to cytokine stimulus",42,0.605590953006263,1.76015487213302,0.00129657361969249,0.0216717117185327,0.0183283695191743,2125,"tags=38%, list=18%, signal=31%","4321/8772/7097/6868/54209/3665/7852/8904/3661/23586/1660/3091/5469/1906/8767/29110"
"GO:0060333","BP","GO:0060333","interferon-gamma-mediated signaling pathway",78,0.51739838375299,1.66098676093999,0.00132807914689997,0.0220519515490754,0.0186499489223432,1775,"tags=35%, list=15%, signal=30%","2633/3459/6772/7412/10379/3326/2210/8638/3106/3664/3134/4940/3665/3105/10062/3107/9111/3659/3055/3661/3383/4939/960/8651/5469/3135/567"
"GO:0051382","BP","GO:0051382","kinetochore assembly",12,0.812136623631859,1.77234167282037,0.00134303471804245,0.0222026855466318,0.0187774288575785,1341,"tags=50%, list=11%, signal=44%","9787/1062/1063/55839/1058/79003"
"GO:0033540","BP","GO:0033540","fatty acid beta-oxidation using acyl-CoA oxidase",15,-0.786969262631125,-1.88889074577393,0.00137005736132297,0.0225017029669458,0.0190303162087653,762,"tags=53%, list=6%, signal=50%","54677/1384/3295/51/6342/8309/30/8310"
"GO:0070646","BP","GO:0070646","protein modification by small protein removal",221,0.407674618757476,1.51397169658271,0.00139347694759754,0.0227380525682493,0.0192302036419622,2806,"tags=41%, list=24%, signal=32%","991/7345/983/86/8607/7128/5698/890/5708/8900/5709/56943/5692/23198/5696/5691/11274/6472/329/5693/10713/11047/10213/5688/9929/4792/5886/5684/672/5717/5700/4609/5699/4092/5685/5682/23586/171023/5704/7187/8237/59343/8295/3091/2648/4086/9817/5690/9100/7398/51029/409/9097/6502/79931/993/9804/79155/3607/330/205564/5716/64750/9733/29844/10987/5689/5695/6885/9146/8464/5694/26168/5719/79913/5683/7528/8517/64135/1861/8473/8975/9491/7415/5710/2873/10920/10197/57602/10010/9738"
"GO:1901028","BP","GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",37,0.616494669052713,1.75200124677635,0.00147429371257245,0.0237490170543387,0.02008520443343,2537,"tags=49%, list=21%, signal=38%","637/8626/5366/2729/3002/7029/581/7533/28978/2932/578/1869/7027/292/7531/4836/5534/10971"
"GO:0007276","BP","GO:0007276","gamete generation",439,0.343087281756149,1.35427041519671,0.00155825707903028,0.0249420174408342,0.0210941580502091,1927,"tags=20%, list=16%, signal=18%","3624/9319/7153/10468/26064/259266/994/7130/116832/7272/8607/891/10942/6790/3206/3714/24145/29127/81930/646/90/8626/23397/26271/4192/8900/55120/3625/8061/5347/55706/10732/3074/23198/4436/9232/84223/2879/55723/23636/26256/2189/668/604/3148/9519/6477/5050/10272/22932/5987/64395/5073/3482/3833/57820/56648/55905/56339/581/10134/5743/102/6627/4957/2697/5889/7257/4603/6522/4086/9509/9130/2119/6498/8204/64847/207/285/90410/330/7707/4201/6046/1869/2175/10657/2583/3297"
"GO:0060993","BP","GO:0060993","kidney morphogenesis",75,0.512988485042921,1.62939617265778,0.00158340687393268,0.0251315943961375,0.0212544885554432,1237,"tags=24%, list=10%, signal=22%","793/3217/6659/3237/26585/10409/6772/2297/6495/9500/5159/7422/2719/5228/650/3911/4609/171023"
"GO:0003188","BP","GO:0003188","heart valve formation",11,0.814698955501496,1.73538733589339,0.00158987428216306,0.0251813421420166,0.0212965616081425,507,"tags=27%, list=4%, signal=26%","23462/1942/7291"
"GO:0008637","BP","GO:0008637","apoptotic mitochondrial changes",99,0.481071299241296,1.60901355350604,0.00164408547274304,0.0259312437297988,0.0219307742436001,2537,"tags=42%, list=21%, signal=34%","4318/2537/637/2730/10962/5329/8626/3099/3329/8743/55486/5366/2729/3002/29108/638/7029/51025/9141/581/7533/28978/10105/11040/10059/409/207/2932/578/1869/5716/79017/7027/89941/292/7531/4836/3433/4976/10018/5534/10971"
"GO:0015804","BP","GO:0015804","neutral amino acid transport",33,0.62959837985021,1.73618277447216,0.00167065058810154,0.0262406760771458,0.0221924697883277,2019,"tags=45%, list=17%, signal=38%","145389/6520/8140/6509/4779/6510/23428/4794/55117/94081/11254/206358/55238/54407/81539"
"GO:0070200","BP","GO:0070200","establishment of protein localization to telomere",15,0.756020521653994,1.72842316261447,0.00170373170759325,0.0265944071298905,0.0224916299806242,2390,"tags=80%, list=20%, signal=64%","908/545/22948/10576/65057/25913/7013/10575/79035/10574/675/55135"
"GO:2000736","BP","GO:2000736","regulation of stem cell differentiation",99,0.47754899179781,1.59723267939212,0.0017743059660398,0.0274690196176858,0.023231314093748,2178,"tags=37%, list=18%, signal=31%","5698/54517/5708/81606/5591/10512/5709/5692/23198/5696/5691/5610/5693/10213/5688/5684/865/5717/5700/5699/5685/5682/56339/5704/5690/182/6929/3192/1021/8861/655/25920/5716/5689/5695/5694/5719"
"GO:0006957","BP","GO:0006957","complement activation, alternative pathway",15,-0.780021169285498,-1.87221386924962,0.00178209782146882,0.0274770388595855,0.0232380961897223,741,"tags=33%, list=6%, signal=31%","727/55061/3075/730/1675"
"GO:0006073","BP","GO:0006073","cellular glucan metabolic process",57,-0.549102741789652,-1.68417529328893,0.00188397575041683,0.0286387058237408,0.0242205502595154,1534,"tags=26%, list=13%, signal=23%","9852/8864/2632/801/5257/178/7360/3572/5837/10580/5236/5502/5500/2998/5507"
"GO:0044042","BP","GO:0044042","glucan metabolic process",57,-0.549102741789652,-1.68417529328893,0.00188397575041683,0.0286387058237408,0.0242205502595154,1534,"tags=26%, list=13%, signal=23%","9852/8864/2632/801/5257/178/7360/3572/5837/10580/5236/5502/5500/2998/5507"
"GO:0090190","BP","GO:0090190","positive regulation of branching involved in ureteric bud morphogenesis",15,0.752755586977978,1.72095882989226,0.00190221881154764,0.0288076656369903,0.0243634442741344,778,"tags=33%, list=7%, signal=31%","3217/26585/6495/9500/7422"
"GO:0030111","BP","GO:0030111","regulation of Wnt signaling pathway",280,0.376274319076872,1.42887146690584,0.00196688985486733,0.0294838350268307,0.0249352995385228,2773,"tags=34%, list=23%, signal=27%","1001/1277/23213/6591/259266/8323/6424/6659/8607/7128/25805/5698/348/26585/79718/5754/7097/5708/3675/55612/4192/5709/5692/64359/2887/51339/23198/5696/5691/1749/6788/5693/2719/10213/5688/650/3487/5684/865/1857/5717/5700/5218/5699/5685/5682/351/7040/5704/8324/3065/59343/1649/1956/23499/51366/5690/10042/1856/57680/8321/90410/2932/1455/5716/64750/51701/4038/5689/5695/55182/79412/5694/440193/5719/10146/65981/5683/1457/51176/9686/64897/4772/9491/7415/2737/25928/7474/2735/5710/8549/27122/10856/8312/5499/10197"
"GO:0034501","BP","GO:0034501","protein localization to kinetochore",13,0.777613838733707,1.73501281454077,0.00203115908914458,0.0301519056568687,0.0255003054564343,1406,"tags=69%, list=12%, signal=61%","983/7272/9212/10403/81620/54908/55166/79003/9184"
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration",184,0.409804576362099,1.48419031792504,0.00203141230699486,0.0301519056568687,0.0255003054564343,1297,"tags=21%, list=11%, signal=19%","3576/2919/6364/5054/3627/6278/7941/6372/10563/6373/4283/26585/2207/4067/6362/728/4192/79902/5747/6351/7422/3553/5228/6729/54209/7057/6374/1230/51192/5025/56833/140885/5880/2921/4323/6355/719/3689/6375"
"GO:0002831","BP","GO:0002831","regulation of response to biotic stimulus",324,0.359479228332266,1.37710325712549,0.00205255004955167,0.0304059129889468,0.0257151265237949,1318,"tags=22%, list=11%, signal=20%","4321/3149/8772/6372/23643/9447/3434/7128/5698/348/55601/51191/2207/5654/4067/3428/103/3459/5708/7804/6772/5591/3329/4277/11221/5709/3326/5692/4841/23198/5696/5691/5062/11274/3106/329/3134/5693/3553/5971/29108/10213/5688/54209/3665/3105/10062/4332/3148/56833/9111/5684/1690/3659/1535/5717/5700/5058/3055/5699/3661/5685/5682/23586/5777/56339/5704/7187/6059/661/1660"
"GO:0001701","BP","GO:0001701","in utero embryonic development",307,0.355018460978337,1.35748695689875,0.00216520307371799,0.0317633188775523,0.0268631224475589,2628,"tags=30%, list=22%, signal=24%","9837/23462/86/891/6491/1051/79718/54892/4751/3714/8985/90/9133/3856/7291/4628/50515/4627/8061/705/100/64359/5159/5932/10436/4436/7472/9997/6788/7422/2768/55723/2530/6746/650/4678/5723/10155/26115/27339/1825/79728/57820/5704/3276/102/59343/3091/2648/1956/10733/9817/5045/54663/10672/5469/6498/84296/54700/207/27341/9546/57680/2736/1906/655/11232/57187/3297/133/27173/3976/675/4904/6670/4683/7516/26097/4836/7703/23322/51176/10018/8846/321/7477/4849/56006/1050/2737/22846/57718/79893"
"GO:0071459","BP","GO:0071459","protein localization to chromosome, centromeric region",16,0.745562408711609,1.73082545392543,0.00218978642125385,0.0318602499442568,0.026945099747346,1406,"tags=62%, list=12%, signal=55%","983/7272/9212/10403/81620/54908/1058/55166/79003/9184"
"GO:0002062","BP","GO:0002062","chondrocyte differentiation",85,0.504939420483537,1.64221944674609,0.00222683778065334,0.0322294242008352,0.027257320686763,1288,"tags=22%, list=11%, signal=20%","1301/5744/7045/871/23213/6591/26585/23516/8091/4192/50515/22856/6474/4017/650/864/4092/7040/5447"
"GO:0030177","BP","GO:0030177","positive regulation of Wnt signaling pathway",144,0.429529952637573,1.49793483444762,0.00224107871580574,0.0323735175868306,0.0273791844720557,1536,"tags=26%, list=13%, signal=23%","1001/1277/23213/259266/6424/6659/8607/7128/25805/5698/79718/5754/7097/5708/5709/5692/51339/23198/5696/5691/1749/5693/2719/10213/5688/650/5684/5717/5700/5699/5685/5682/7040/5704/1956/23499/51366/5690"
"GO:0032613","BP","GO:0032613","interleukin-10 production",47,0.564410162557416,1.68270654870123,0.00240125256829876,0.0343588317301082,0.0290582198755452,1297,"tags=26%, list=11%, signal=23%","9636/2207/7097/7305/3329/28951/3620/29108/54209/64581/9308/6375"
"GO:0032479","BP","GO:0032479","regulation of type I interferon production",98,0.463838601081266,1.54972399498523,0.00247987399620988,0.0352833296447564,0.0298400934819982,2421,"tags=39%, list=20%, signal=31%","9636/7128/51191/7097/5437/3428/9246/6772/5591/3329/929/5971/29108/5440/3665/3148/51728/9111/140885/3659/3661/3654/23586/9533/7187/661/1660/5966/5422/55666/8767/29110/23220/5336/10859/7528/64135/1147"
"GO:0071466","BP","GO:0071466","cellular response to xenobiotic stimulus",91,-0.480456199944305,-1.59794282038512,0.00268288889415417,0.0376751405117746,0.0318629144737152,1368,"tags=23%, list=12%, signal=21%","1728/2987/22977/2052/2941/8574/1559/6283/5742/874/30/6095/4258/1571/8639/1573/218/8824/1577/1562/2327"
"GO:0016572","BP","GO:0016572","histone phosphorylation",36,0.62074697618115,1.74800582210806,0.00280832960737998,0.0393528310906869,0.033281784070566,802,"tags=28%, list=7%, signal=26%","983/891/6790/9212/890/7443/1111/8091/7291/3553"
"GO:0018149","BP","GO:0018149","peptide cross-linking",29,-0.652807400960718,-1.78455928653033,0.00281339411914711,0.0393528310906869,0.033281784070566,1289,"tags=52%, list=11%, signal=46%","1634/3849/6699/5266/3848/79625/9333/1475/6698/3713/301/2125/7051/2312/7053"
"GO:2001237","BP","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway",87,0.487429946344143,1.59675317612654,0.00281798565454158,0.0393528310906869,0.033281784070566,1179,"tags=21%, list=10%, signal=19%","6591/5054/2537/3655/2730/8772/7128/3685/90/8795/2017/8743/2729/3553/7057/3148/672/3383"
"GO:0055067","BP","GO:0055067","monovalent inorganic cation homeostasis",129,-0.435501498596621,-1.52421544721785,0.0028299593061948,0.0394471264913315,0.0333615323142405,816,"tags=15%, list=7%, signal=14%","3741/495/3778/481/5595/2896/9990/6337/1182/51382/11261/50617/66002/1657/7021/477/730/6338/51458"
"GO:0060828","BP","GO:0060828","regulation of canonical Wnt signaling pathway",222,0.38855652856893,1.44213172788204,0.00288107687489216,0.0400857012703689,0.0339015927703701,2220,"tags=29%, list=19%, signal=24%","1001/1277/6591/259266/8323/6424/6659/8607/25805/5698/348/26585/79718/5754/5708/55612/4192/5709/5692/51339/23198/5696/5691/1749/6788/5693/2719/10213/5688/650/3487/5684/1857/5717/5700/5218/5699/5685/5682/7040/5704/8324/3065/1649/1956/51366/5690/1856/57680/8321/90410/2932/1455/5716/64750/4038/5689/5695/55182/79412/5694/440193/5719/10146/65981"
"GO:0002275","BP","GO:0002275","myeloid cell activation involved in immune response",459,-0.322938870379403,-1.30063149805942,0.0029358573174886,0.0406979853828007,0.0344194184783309,903,"tags=14%, list=8%, signal=14%","3848/387/51719/8673/427/5873/25840/23114/8649/9145/1511/2896/2934/5906/4057/2294/1471/29/10875/5236/5337/6283/54472/55313/3958/5768/175/210/10043/51382/5869/9846/148022/26578/3162/966/6280/23218/8895/3815/5269/90865/30/10493/23593/10855/1776/5645/1476/6590/3934/1828/634/978/306/6317/6947/1992/6286/3579/1675/4680/51316/5646/10321"
"GO:0001961","BP","GO:0001961","positive regulation of cytokine-mediated signaling pathway",37,0.595751440762023,1.69305156942829,0.0029631479670126,0.0409361360107234,0.0346208290898451,2125,"tags=35%, list=18%, signal=29%","4321/8772/6868/54209/3665/7852/8904/3661/3091/5469/1906/8767/29110"
"GO:0071539","BP","GO:0071539","protein localization to centrosome",28,0.651872827833656,1.75340599501044,0.00298169582707509,0.0410322622469076,0.0347021257220703,2088,"tags=39%, list=18%, signal=32%","29887/6491/6790/10615/55722/23636/636/55125/2932/51134/22994"
"GO:0051095","BP","GO:0051095","regulation of helicase activity",11,0.79822779444972,1.70030217455411,0.0030008056007707,0.041220156934223,0.0348610334864653,977,"tags=55%, list=8%, signal=50%","4171/3434/2956/4331/4436/25913"
"GO:0005977","BP","GO:0005977","glycogen metabolic process",56,-0.551215172912084,-1.69108146377873,0.0030375749167549,0.0414988761231162,0.0350967540586319,1534,"tags=27%, list=13%, signal=23%","9852/8864/2632/801/5257/178/7360/3572/5837/10580/5236/5502/5500/2998/5507"
"GO:0032331","BP","GO:0032331","negative regulation of chondrocyte differentiation",18,0.704164105804363,1.68484943393214,0.00310867683927741,0.042165266644059,0.03566033906154,223,"tags=17%, list=2%, signal=16%","5744/6591/26585"
"GO:0039702","BP","GO:0039702","viral budding via host ESCRT complex",14,-0.789446521177714,-1.86162266077092,0.00319084704558198,0.0431249542564792,0.0364719735743953,652,"tags=43%, list=6%, signal=41%","27243/7251/10015/9525/25978/79720"
"GO:0006023","BP","GO:0006023","aminoglycan biosynthetic process",92,0.477855710009345,1.58097271990756,0.00321811338290563,0.0434157975140215,0.0367179478087165,1914,"tags=33%, list=16%, signal=28%","1462/4060/633/10057/56548/9435/8534/50515/22856/57214/51363/5159/8702/55454/3553/2719/54480/79586/2131/375790/3037/2817/55501/7040/8704/2132/1464/26229/3339/9653"
"GO:1901570","BP","GO:1901570","fatty acid derivative biosynthetic process",75,-0.500638456450386,-1.6391211061666,0.00325741953407409,0.0437744796975597,0.0370212953100683,1788,"tags=31%, list=15%, signal=26%","5319/5322/5740/27306/3155/84869/5321/51703/56898/3158/38/1559/2181/5730/5742/9524/6785/247/4258/79071/301/239/3248"
"GO:0070199","BP","GO:0070199","establishment of protein localization to chromosome",19,0.697219816170902,1.68415509429185,0.00326404040791051,0.0437744796975597,0.0370212953100683,2721,"tags=74%, list=23%, signal=57%","908/545/22948/10576/65057/25913/7013/10575/79035/10574/675/23514/55135/10856"
"GO:0003018","BP","GO:0003018","vascular process in circulatory system",167,-0.415000976966015,-1.49902327456142,0.00326787644598593,0.0437744796975597,0.0370212953100683,1716,"tags=24%, list=15%, signal=21%","5286/150/1113/185/5910/5997/1373/59272/112/8864/6865/59/5243/5023/154/5029/387/6532/624/56998/9590/3741/3778/3779/7122/29/9414/3156/9353/5138/3162/23576/100506658/1908/27134/7082/477/634/3579/239"
